Year,Time Period,County,Sales (Millions)
1999,Annual,Rock Island,$1529.00
1999,Annual,St. Clair,$2459.00
1999,Annual,Saline,$210.00
1999,Annual,Sangamon,$2360.00
1999,Annual,Schuyler,$36.00
1999,Annual,Scott,$22.00
1999,Annual,Shelby,$107.00
1999,Annual,Stark,$24.00
1999,Annual,Stephenson,$430.00
1999,Annual,Tazewell,$1384.00
1999,Annual,Union,$126.00
1999,Annual,Vermilion,$709.00
1999,Annual,Wabash,$88.00
1999,Annual,Warren,$114.00
1999,Annual,Washington,$188.00
1999,Annual,Wayne,$109.00
1999,Annual,White,$106.00
1999,Annual,Whiteside,$546.00
1999,Annual,Will,$4162.00
1999,Annual,Williamson,$687.00
1999,Annual,Winnebago,$3204.00
1999,Annual,Woodford,$263.00
1999,First Quarter,Adams,$158.00
1999,First Quarter,Alexander,$8.00
1999,First Quarter,Bond,$20.00
1999,First Quarter,Boone,$61.00
1999,First Quarter,Brown,$6.00
1999,First Quarter,Bureau,$51.00
1999,First Quarter,Calhoun,$6.00
1999,First Quarter,Carroll,$21.00
1999,First Quarter,Cass,$20.00
1999,First Quarter,Champaign,$411.00
1999,First Quarter,Christian,$62.00
1999,First Quarter,Clark,$23.00
1999,First Quarter,Clay,$19.00
1999,First Quarter,Clinton,$72.00
1999,First Quarter,Coles,$128.00
1999,First Quarter,Cook,$11173.00
1999,First Quarter,Crawford,$30.00
1999,First Quarter,Cumberland,$8.00
1999,First Quarter,DeKalb,$164.00
1999,First Quarter,DeWitt,$30.00
1999,First Quarter,Douglas,$41.00
1999,First Quarter,DuPage,$3628.00
1999,First Quarter,Edgar,$27.00
1999,First Quarter,Edwards,$8.00
1999,First Quarter,Effingham,$110.00
1999,First Quarter,Fayette,$31.00
1999,First Quarter,Ford,$24.00
1999,First Quarter,Franklin,$64.00
1999,First Quarter,Fulton,$51.00
1999,First Quarter,Gallatin,$5.00
1999,First Quarter,Greene,$14.00
1999,First Quarter,Grundy,$88.00
1999,First Quarter,Hamilton,$8.00
1999,First Quarter,Hancock,$21.00
1999,First Quarter,Hardin,$3.00
1999,First Quarter,Henderson,$7.00
1999,First Quarter,Henry,$91.00
1999,First Quarter,Iroquois,$41.00
1999,First Quarter,Jackson,$132.00
1999,First Quarter,Jasper,$12.00
1999,First Quarter,Jefferson,$107.00
1999,First Quarter,Jersey,$42.00
1999,First Quarter,Jo Daviess,$37.00
1999,First Quarter,Johnson,$11.00
1999,First Quarter,Kane,$890.00
1999,First Quarter,Kankakee,$223.00
1999,First Quarter,Kendall,$121.00
1999,First Quarter,Knox,$119.00
1999,First Quarter,Lake,$1836.00
1999,First Quarter,LaSalle,$290.00
1999,First Quarter,Lawrence,$20.00
1999,First Quarter,Lee,$53.00
1999,First Quarter,Livingston,$75.00
1999,First Quarter,Logan,$55.00
1999,First Quarter,McDonough,$58.00
1999,First Quarter,McHenry,$517.00
1999,First Quarter,McLean,$387.00
1999,First Quarter,Macon,$274.00
1999,First Quarter,Macoupin,$94.00
1999,First Quarter,Madison,$546.00
1999,First Quarter,Marion,$61.00
1999,First Quarter,Marshall,$13.00
1999,First Quarter,Mason,$17.00
1999,First Quarter,Massac,$18.00
1999,First Quarter,Menard,$11.00
1999,First Quarter,Mercer,$17.00
1999,First Quarter,Monroe,$54.00
1999,First Quarter,Montgomery,$53.00
1999,First Quarter,Morgan,$75.00
1999,First Quarter,Moultrie,$19.00
1999,First Quarter,Ogle,$74.00
1999,First Quarter,Peoria,$485.00
1999,First Quarter,Perry,$34.00
1999,First Quarter,Piatt,$22.00
1999,First Quarter,Pike,$24.00
1999,First Quarter,Pope,$2.00
1999,First Quarter,Pulaski,$5.00
1999,First Quarter,Putnam,$5.00
1999,First Quarter,Randolph,$59.00
1999,First Quarter,Richland,$32.00
1999,First Quarter,Rock Island,$341.00
1999,First Quarter,St. Clair,$540.00
1999,First Quarter,Saline,$48.00
1999,First Quarter,Sangamon,$531.00
1999,First Quarter,Schuyler,$8.00
1999,First Quarter,Scott,$5.00
1999,First Quarter,Shelby,$23.00
1999,First Quarter,Stark,$5.00
1999,First Quarter,Stephenson,$97.00
1999,First Quarter,Tazewell,$305.00
1999,First Quarter,Union,$28.00
1999,First Quarter,Vermilion,$162.00
1999,First Quarter,Wabash,$20.00
1999,First Quarter,Warren,$27.00
1999,First Quarter,Washington,$49.00
1999,First Quarter,Wayne,$25.00
1999,First Quarter,White,$24.00
1999,First Quarter,Whiteside,$117.00
1999,First Quarter,Will,$905.00
1999,First Quarter,Williamson,$150.00
1999,First Quarter,Winnebago,$702.00
1999,First Quarter,Woodford,$60.00
1999,Second Quarter,Adams,$187.00
1999,Second Quarter,Alexander,$8.00
1999,Second Quarter,Bond,$24.00
1999,Second Quarter,Boone,$79.00
1999,Second Quarter,Brown,$7.00
1999,Second Quarter,Bureau,$64.00
1999,Second Quarter,Calhoun,$7.00
1999,Second Quarter,Carroll,$28.00
1999,Second Quarter,Cass,$25.00
1999,Second Quarter,Champaign,$469.00
1999,Second Quarter,Christian,$73.00
1999,Second Quarter,Clark,$28.00
1999,Second Quarter,Clay,$21.00
1999,Second Quarter,Clinton,$85.00
1999,Second Quarter,Coles,$149.00
1999,Second Quarter,Cook,$12990.00
1999,Second Quarter,Crawford,$36.00
1999,Second Quarter,Cumberland,$10.00
1999,Second Quarter,DeKalb,$189.00
1999,Second Quarter,DeWitt,$37.00
1999,Second Quarter,Douglas,$52.00
1999,Second Quarter,DuPage,$4112.00
1999,Second Quarter,Edgar,$31.00
1999,Second Quarter,Edwards,$11.00
1999,Second Quarter,Effingham,$136.00
1999,Second Quarter,Fayette,$40.00
1999,Second Quarter,Ford,$30.00
1999,Second Quarter,Franklin,$75.00
1999,Second Quarter,Fulton,$64.00
1999,Second Quarter,Gallatin,$5.00
1999,Second Quarter,Greene,$16.00
1999,Second Quarter,Grundy,$108.00
1999,Second Quarter,Hamilton,$10.00
1999,Second Quarter,Hancock,$25.00
1999,Second Quarter,Hardin,$3.00
1999,Second Quarter,Henderson,$7.00
1999,Second Quarter,Henry,$108.00
1999,Second Quarter,Iroquois,$49.00
1999,Second Quarter,Jackson,$142.00
1999,Second Quarter,Jasper,$16.00
1999,Second Quarter,Jefferson,$129.00
1999,Second Quarter,Jersey,$50.00
1999,Second Quarter,Jo Daviess,$49.00
1999,Second Quarter,Johnson,$12.00
1999,Second Quarter,Kane,$1065.00
1999,Second Quarter,Kankakee,$262.00
1999,Second Quarter,Kendall,$145.00
1999,Second Quarter,Knox,$134.00
1999,Second Quarter,Lake,$2214.00
1999,Second Quarter,LaSalle,$324.00
1999,Second Quarter,Lawrence,$22.00
1999,Second Quarter,Lee,$63.00
1999,Second Quarter,Livingston,$87.00
1999,Second Quarter,Logan,$64.00
1999,Second Quarter,McDonough,$66.00
1999,Second Quarter,McHenry,$678.00
1999,Second Quarter,McLean,$453.00
1999,Second Quarter,Macon,$325.00
1999,Second Quarter,Macoupin,$100.00
1999,Second Quarter,Madison,$617.00
1999,Second Quarter,Marion,$70.00
1999,Second Quarter,Marshall,$16.00
1999,Second Quarter,Mason,$20.00
1999,Second Quarter,Massac,$21.00
1999,Second Quarter,Menard,$15.00
1999,Second Quarter,Mercer,$20.00
1999,Second Quarter,Monroe,$63.00
1999,Second Quarter,Montgomery,$68.00
1999,Second Quarter,Morgan,$84.00
1999,Second Quarter,Moultrie,$23.00
1999,Second Quarter,Ogle,$86.00
1999,Second Quarter,Peoria,$570.00
1999,Second Quarter,Perry,$37.00
1999,Second Quarter,Piatt,$25.00
1999,Second Quarter,Pike,$28.00
1999,Second Quarter,Pope,$3.00
1999,Second Quarter,Pulaski,$5.00
1999,Second Quarter,Putnam,$7.00
1999,Second Quarter,Randolph,$65.00
1999,Second Quarter,Richland,$38.00
1999,Second Quarter,Rock Island,$391.00
1999,Second Quarter,St. Clair,$618.00
1999,Second Quarter,Saline,$55.00
1999,Second Quarter,Sangamon,$602.00
1999,Second Quarter,Schuyler,$9.00
1999,Second Quarter,Scott,$5.00
1999,Second Quarter,Shelby,$29.00
1999,Second Quarter,Stark,$6.00
1999,Second Quarter,Stephenson,$108.00
1999,Second Quarter,Tazewell,$368.00
1999,Second Quarter,Union,$32.00
1999,Second Quarter,Vermilion,$182.00
1999,Second Quarter,Wabash,$23.00
1999,Second Quarter,Warren,$27.00
1999,Second Quarter,Washington,$53.00
1999,Second Quarter,Wayne,$28.00
1999,Second Quarter,White,$27.00
1999,Second Quarter,Whiteside,$139.00
1999,Second Quarter,Will,$1053.00
1999,Second Quarter,Williamson,$180.00
1999,Second Quarter,Winnebago,$811.00
1999,Second Quarter,Woodford,$69.00
1999,Third Quarter,Adams,$176.00
1999,Third Quarter,Alexander,$9.00
1999,Third Quarter,Bond,$24.00
1999,Third Quarter,Boone,$76.00
1999,Third Quarter,Brown,$7.00
1999,Third Quarter,Bureau,$61.00
1999,Third Quarter,Calhoun,$7.00
1999,Third Quarter,Carroll,$29.00
1999,Third Quarter,Cass,$23.00
1999,Third Quarter,Champaign,$471.00
1999,Third Quarter,Christian,$72.00
1999,Third Quarter,Clark,$27.00
1999,Third Quarter,Clay,$20.00
1999,Third Quarter,Clinton,$81.00
1999,Third Quarter,Coles,$146.00
1999,Third Quarter,Cook,$12774.00
1999,Third Quarter,Crawford,$34.00
1999,Third Quarter,Cumberland,$9.00
1999,Third Quarter,DeKalb,$195.00
1999,Third Quarter,DeWitt,$35.00
1999,Third Quarter,Douglas,$54.00
1999,Third Quarter,DuPage,$3986.00
1999,Third Quarter,Edgar,$29.00
1999,Third Quarter,Edwards,$11.00
1999,Third Quarter,Effingham,$132.00
1999,Third Quarter,Fayette,$38.00
1999,Third Quarter,Ford,$29.00
1999,Third Quarter,Franklin,$72.00
1999,Third Quarter,Fulton,$60.00
1999,Third Quarter,Gallatin,$6.00
1999,Third Quarter,Greene,$16.00
1999,Third Quarter,Grundy,$109.00
1999,Third Quarter,Hamilton,$9.00
1999,Third Quarter,Hancock,$26.00
1999,Third Quarter,Hardin,$3.00
1999,Third Quarter,Henderson,$8.00
1999,Third Quarter,Henry,$106.00
1999,Third Quarter,Iroquois,$48.00
1999,Third Quarter,Jackson,$148.00
1999,Third Quarter,Jasper,$15.00
1999,Third Quarter,Jefferson,$123.00
1999,Third Quarter,Jersey,$47.00
1999,Third Quarter,Jo Daviess,$55.00
1999,Third Quarter,Johnson,$13.00
1999,Third Quarter,Kane,$1051.00
1999,Third Quarter,Kankakee,$266.00
1999,Third Quarter,Kendall,$148.00
1999,Third Quarter,Knox,$133.00
1999,Third Quarter,Lake,$2228.00
1999,Third Quarter,LaSalle,$325.00
1999,Third Quarter,Lawrence,$22.00
1999,Third Quarter,Lee,$63.00
1999,Third Quarter,Livingston,$81.00
1999,Third Quarter,Logan,$62.00
1999,Third Quarter,McDonough,$68.00
1999,Third Quarter,McHenry,$649.00
1999,Third Quarter,McLean,$483.00
1999,Third Quarter,Macon,$314.00
1999,Third Quarter,Macoupin,$96.00
1999,Third Quarter,Madison,$613.00
1999,Third Quarter,Marion,$71.00
1999,Third Quarter,Marshall,$17.00
1999,Third Quarter,Mason,$20.00
1999,Third Quarter,Massac,$21.00
1999,Third Quarter,Menard,$14.00
1999,Third Quarter,Mercer,$20.00
1999,Third Quarter,Monroe,$60.00
1999,Third Quarter,Montgomery,$66.00
1999,Third Quarter,Morgan,$84.00
1999,Third Quarter,Moultrie,$24.00
1999,Third Quarter,Ogle,$89.00
1999,Third Quarter,Peoria,$561.00
1999,Third Quarter,Perry,$41.00
1999,Third Quarter,Piatt,$21.00
1999,Third Quarter,Pike,$28.00
1999,Third Quarter,Pope,$3.00
1999,Third Quarter,Pulaski,$6.00
1999,Third Quarter,Putnam,$7.00
1999,Third Quarter,Randolph,$65.00
1999,Third Quarter,Richland,$36.00
1999,Third Quarter,Rock Island,$390.00
1999,Third Quarter,St. Clair,$619.00
1999,Third Quarter,Saline,$52.00
1999,Third Quarter,Sangamon,$585.00
1999,Third Quarter,Schuyler,$9.00
1999,Third Quarter,Scott,$6.00
1999,Third Quarter,Shelby,$29.00
1999,Third Quarter,Stark,$6.00
1999,Third Quarter,Stephenson,$108.00
1999,Third Quarter,Tazewell,$351.00
1999,Third Quarter,Union,$33.00
1999,Third Quarter,Vermilion,$177.00
1999,Third Quarter,Wabash,$22.00
1999,Third Quarter,Warren,$29.00
1999,Third Quarter,Washington,$50.00
1999,Third Quarter,Wayne,$27.00
1999,Third Quarter,White,$27.00
1999,Third Quarter,Whiteside,$139.00
1999,Third Quarter,Will,$1063.00
1999,Third Quarter,Williamson,$168.00
1999,Third Quarter,Winnebago,$811.00
1999,Third Quarter,Woodford,$67.00
1999,Fourth Quarter,Adams,$202.00
1999,Fourth Quarter,Alexander,$9.00
1999,Fourth Quarter,Bond,$25.00
1999,Fourth Quarter,Boone,$78.00
1999,Fourth Quarter,Brown,$7.00
1999,Fourth Quarter,Bureau,$64.00
1999,Fourth Quarter,Calhoun,$7.00
1999,Fourth Quarter,Carroll,$28.00
1999,Fourth Quarter,Cass,$25.00
1999,Fourth Quarter,Champaign,$516.00
1999,Fourth Quarter,Christian,$71.00
1999,Fourth Quarter,Clark,$28.00
1999,Fourth Quarter,Clay,$22.00
1999,Fourth Quarter,Clinton,$87.00
1999,Fourth Quarter,Coles,$155.00
1999,Fourth Quarter,Cook,$13980.00
1999,Fourth Quarter,Crawford,$35.00
1999,Fourth Quarter,Cumberland,$9.00
1999,Fourth Quarter,DeKalb,$201.00
1999,Fourth Quarter,DeWitt,$33.00
1999,Fourth Quarter,Douglas,$55.00
1999,Fourth Quarter,DuPage,$4460.00
1999,Fourth Quarter,Edgar,$32.00
1999,Fourth Quarter,Edwards,$10.00
1999,Fourth Quarter,Effingham,$141.00
1999,Fourth Quarter,Fayette,$39.00
1999,Fourth Quarter,Ford,$30.00
1999,Fourth Quarter,Franklin,$72.00
1999,Fourth Quarter,Fulton,$64.00
1999,Fourth Quarter,Gallatin,$5.00
1999,Fourth Quarter,Greene,$17.00
1999,Fourth Quarter,Grundy,$122.00
1999,Fourth Quarter,Hamilton,$9.00
1999,Fourth Quarter,Hancock,$25.00
1999,Fourth Quarter,Hardin,$3.00
1999,Fourth Quarter,Henderson,$7.00
1999,Fourth Quarter,Henry,$110.00
1999,Fourth Quarter,Iroquois,$52.00
1999,Fourth Quarter,Jackson,$162.00
1999,Fourth Quarter,Jasper,$14.00
1999,Fourth Quarter,Jefferson,$134.00
1999,Fourth Quarter,Jersey,$51.00
1999,Fourth Quarter,Jo Daviess,$53.00
1999,Fourth Quarter,Johnson,$12.00
1999,Fourth Quarter,Kane,$1160.00
1999,Fourth Quarter,Kankakee,$292.00
1999,Fourth Quarter,Kendall,$148.00
1999,Fourth Quarter,Knox,$141.00
1999,Fourth Quarter,Lake,$2336.00
1999,Fourth Quarter,LaSalle,$345.00
1999,Fourth Quarter,Lawrence,$22.00
1999,Fourth Quarter,Lee,$65.00
1999,Fourth Quarter,Livingston,$88.00
1999,Fourth Quarter,Logan,$66.00
1999,Fourth Quarter,McDonough,$73.00
1999,Fourth Quarter,McHenry,$683.00
1999,Fourth Quarter,McLean,$512.00
1999,Fourth Quarter,Macon,$341.00
1999,Fourth Quarter,Macoupin,$101.00
1999,Fourth Quarter,Madison,$640.00
1999,Fourth Quarter,Marion,$71.00
1999,Fourth Quarter,Marshall,$18.00
1999,Fourth Quarter,Mason,$20.00
1999,Fourth Quarter,Massac,$19.00
1999,Fourth Quarter,Menard,$14.00
1999,Fourth Quarter,Mercer,$21.00
1999,Fourth Quarter,Monroe,$62.00
1999,Fourth Quarter,Montgomery,$71.00
1999,Fourth Quarter,Morgan,$91.00
1999,Fourth Quarter,Moultrie,$23.00
1999,Fourth Quarter,Ogle,$87.00
1999,Fourth Quarter,Peoria,$620.00
1999,Fourth Quarter,Perry,$38.00
1999,Fourth Quarter,Piatt,$25.00
1999,Fourth Quarter,Pike,$31.00
1999,Fourth Quarter,Pope,$3.00
1999,Fourth Quarter,Pulaski,$5.00
1999,Fourth Quarter,Putnam,$6.00
1999,Fourth Quarter,Randolph,$68.00
1999,Fourth Quarter,Richland,$40.00
1999,Fourth Quarter,Rock Island,$407.00
1999,Fourth Quarter,St. Clair,$682.00
1999,Fourth Quarter,Saline,$55.00
1999,Fourth Quarter,Sangamon,$642.00
1999,Fourth Quarter,Schuyler,$10.00
1999,Fourth Quarter,Scott,$6.00
1999,Fourth Quarter,Shelby,$26.00
1999,Fourth Quarter,Stark,$7.00
1999,Fourth Quarter,Stephenson,$117.00
1999,Fourth Quarter,Tazewell,$360.00
1999,Fourth Quarter,Union,$33.00
1999,Fourth Quarter,Vermilion,$188.00
1999,Fourth Quarter,Wabash,$23.00
1999,Fourth Quarter,Warren,$31.00
1999,Fourth Quarter,Washington,$36.00
1999,Fourth Quarter,Wayne,$29.00
1999,Fourth Quarter,White,$28.00
1999,Fourth Quarter,Whiteside,$151.00
1999,Fourth Quarter,Will,$1141.00
1999,Fourth Quarter,Williamson,$189.00
1999,Fourth Quarter,Winnebago,$880.00
1999,Fourth Quarter,Woodford,$67.00
2000,Annual,Adams,$734.00
2000,Annual,Alexander,$34.00
2000,Annual,Bond,$99.00
2000,Annual,Boone,$311.00
2000,Annual,Brown,$27.00
2000,Annual,Bureau,$247.00
2000,Annual,Calhoun,$25.00
2000,Annual,Carroll,$117.00
2000,Annual,Cass,$95.00
2000,Annual,Champaign,$1951.00
2000,Annual,Christian,$296.00
2000,Annual,Clark,$113.00
2000,Annual,Clay,$82.00
2000,Annual,Clinton,$329.00
2000,Annual,Coles,$586.00
2000,Annual,Cook,$53429.00
2000,Annual,Crawford,$139.00
2000,Annual,Cumberland,$38.00
2000,Annual,DeKalb,$808.00
2000,Annual,DeWitt,$134.00
2000,Annual,Douglas,$211.00
2000,Annual,DuPage,$16541.00
2000,Annual,Edgar,$130.00
2000,Annual,Edwards,$40.00
2000,Annual,Effingham,$540.00
2000,Annual,Fayette,$154.00
2000,Annual,Ford,$118.00
2000,Annual,Franklin,$289.00
2000,Annual,Fulton,$246.00
2000,Annual,Gallatin,$21.00
2000,Annual,Greene,$64.00
2000,Annual,Grundy,$550.00
2000,Annual,Hamilton,$35.00
2000,Annual,Hancock,$101.00
2000,Annual,Hardin,$14.00
2000,Annual,Henderson,$31.00
2000,Annual,Henry,$421.00
2000,Annual,Iroquois,$225.00
2000,Annual,Jackson,$606.00
2000,Annual,Jasper,$58.00
2000,Annual,Jefferson,$514.00
2000,Annual,Jersey,$189.00
2000,Annual,Jo Daviess,$196.00
2000,Annual,Johnson,$50.00
2000,Annual,Kane,$4483.00
2000,Annual,Kankakee,$1073.00
2000,Annual,Kendall,$605.00
2000,Annual,Knox,$522.00
2000,Annual,Lake,$9282.00
2000,Annual,LaSalle,$1391.00
2000,Annual,Lawrence,$87.00
2000,Annual,Lee,$245.00
2000,Annual,Livingston,$346.00
2000,Annual,Logan,$247.00
2000,Annual,McDonough,$272.00
2000,Annual,McHenry,$2685.00
2000,Annual,McLean,$1898.00
2000,Annual,Macon,$1302.00
2000,Annual,Macoupin,$390.00
2000,Annual,Madison,$2518.00
2000,Annual,Marion,$278.00
2000,Annual,Marshall,$64.00
2000,Annual,Mason,$87.00
2000,Annual,Massac,$79.00
2000,Annual,Menard,$51.00
2000,Annual,Mercer,$82.00
2000,Annual,Monroe,$254.00
2000,Annual,Montgomery,$279.00
2000,Annual,Morgan,$335.00
2000,Annual,Moultrie,$90.00
2000,Annual,Ogle,$343.00
2000,Annual,Peoria,$2261.00
2000,Annual,Perry,$138.00
2000,Annual,Piatt,$93.00
2000,Annual,Pike,$110.00
2000,Annual,Pope,$10.00
2000,Annual,Pulaski,$21.00
2000,Annual,Putnam,$27.00
2000,Annual,Randolph,$320.00
2000,Annual,Richland,$156.00
2000,Annual,Rock Island,$1564.00
2000,Annual,St. Clair,$2574.00
2000,Annual,Saline,$220.00
2000,Annual,Sangamon,$2425.00
2000,Annual,Schuyler,$39.00
2000,Annual,Scott,$23.00
2000,Annual,Shelby,$111.00
2000,Annual,Stark,$26.00
2000,Annual,Stephenson,$435.00
2000,Annual,Tazewell,$1433.00
2000,Annual,Union,$130.00
2000,Annual,Vermilion,$723.00
2000,Annual,Wabash,$82.00
2000,Annual,Warren,$109.00
2000,Annual,Washington,$133.00
2000,Annual,Wayne,$109.00
2000,Annual,White,$108.00
2000,Annual,Whiteside,$561.00
2000,Annual,Will,$4512.00
2000,Annual,Williamson,$699.00
2000,Annual,Winnebago,$3342.00
2000,Annual,Woodford,$259.00
2000,First Quarter,Adams,$164.00
2000,First Quarter,Alexander,$8.00
2000,First Quarter,Bond,$22.00
2000,First Quarter,Boone,$70.00
2000,First Quarter,Brown,$6.00
2000,First Quarter,Bureau,$55.00
2000,First Quarter,Calhoun,$6.00
2000,First Quarter,Carroll,$24.00
2000,First Quarter,Cass,$22.00
2000,First Quarter,Champaign,$444.00
2000,First Quarter,Christian,$66.00
2000,First Quarter,Clark,$25.00
2000,First Quarter,Clay,$19.00
2000,First Quarter,Clinton,$75.00
2000,First Quarter,Coles,$135.00
2000,First Quarter,Cook,$11992.00
2000,First Quarter,Crawford,$31.00
2000,First Quarter,Cumberland,$9.00
2000,First Quarter,DeKalb,$183.00
2000,First Quarter,DeWitt,$30.00
2000,First Quarter,Douglas,$45.00
2000,First Quarter,DuPage,$3748.00
2000,First Quarter,Edgar,$28.00
2000,First Quarter,Edwards,$9.00
2000,First Quarter,Effingham,$117.00
2000,First Quarter,Fayette,$36.00
2000,First Quarter,Ford,$27.00
2000,First Quarter,Franklin,$67.00
2000,First Quarter,Fulton,$55.00
2000,First Quarter,Gallatin,$5.00
2000,First Quarter,Greene,$15.00
2000,First Quarter,Grundy,$106.00
2000,First Quarter,Hamilton,$8.00
2000,First Quarter,Hancock,$21.00
2000,First Quarter,Hardin,$3.00
2000,First Quarter,Henderson,$7.00
2000,First Quarter,Henry,$94.00
2000,First Quarter,Iroquois,$46.00
2000,First Quarter,Jackson,$138.00
2000,First Quarter,Jasper,$13.00
2000,First Quarter,Jefferson,$118.00
2000,First Quarter,Jersey,$43.00
2000,First Quarter,Jo Daviess,$38.00
2000,First Quarter,Johnson,$11.00
2000,First Quarter,Kane,$992.00
2000,First Quarter,Kankakee,$241.00
2000,First Quarter,Kendall,$133.00
2000,First Quarter,Knox,$120.00
2000,First Quarter,Lake,$2122.00
2000,First Quarter,LaSalle,$315.00
2000,First Quarter,Lawrence,$19.00
2000,First Quarter,Lee,$57.00
2000,First Quarter,Livingston,$77.00
2000,First Quarter,Logan,$57.00
2000,First Quarter,McDonough,$62.00
2000,First Quarter,McHenry,$582.00
2000,First Quarter,McLean,$433.00
2000,First Quarter,Macon,$292.00
2000,First Quarter,Macoupin,$87.00
2000,First Quarter,Madison,$571.00
2000,First Quarter,Marion,$65.00
2000,First Quarter,Marshall,$14.00
2000,First Quarter,Mason,$18.00
2000,First Quarter,Massac,$19.00
2000,First Quarter,Menard,$11.00
2000,First Quarter,Mercer,$18.00
2000,First Quarter,Monroe,$57.00
2000,First Quarter,Montgomery,$62.00
2000,First Quarter,Morgan,$76.00
2000,First Quarter,Moultrie,$21.00
2000,First Quarter,Ogle,$79.00
2000,First Quarter,Peoria,$508.00
2000,First Quarter,Perry,$32.00
2000,First Quarter,Piatt,$22.00
2000,First Quarter,Pike,$24.00
2000,First Quarter,Pope,$2.00
2000,First Quarter,Pulaski,$5.00
2000,First Quarter,Putnam,$6.00
2000,First Quarter,Randolph,$63.00
2000,First Quarter,Richland,$36.00
2000,First Quarter,Rock Island,$352.00
2000,First Quarter,St. Clair,$584.00
2000,First Quarter,Saline,$51.00
2000,First Quarter,Sangamon,$546.00
2000,First Quarter,Schuyler,$9.00
2000,First Quarter,Scott,$5.00
2000,First Quarter,Shelby,$24.00
2000,First Quarter,Stark,$6.00
2000,First Quarter,Stephenson,$97.00
2000,First Quarter,Tazewell,$324.00
2000,First Quarter,Union,$30.00
2000,First Quarter,Vermilion,$166.00
2000,First Quarter,Wabash,$19.00
2000,First Quarter,Warren,$26.00
2000,First Quarter,Washington,$31.00
2000,First Quarter,Wayne,$26.00
2000,First Quarter,White,$26.00
2000,First Quarter,Whiteside,$126.00
2000,First Quarter,Will,$986.00
2000,First Quarter,Williamson,$156.00
2000,First Quarter,Winnebago,$779.00
2000,First Quarter,Woodford,$56.00
2000,Second Quarter,Adams,$189.00
2000,Second Quarter,Alexander,$9.00
2000,Second Quarter,Bond,$26.00
2000,Second Quarter,Boone,$82.00
2000,Second Quarter,Brown,$7.00
2000,Second Quarter,Bureau,$65.00
2000,Second Quarter,Calhoun,$6.00
2000,Second Quarter,Carroll,$31.00
2000,Second Quarter,Cass,$25.00
2000,Second Quarter,Champaign,$498.00
2000,Second Quarter,Christian,$78.00
2000,Second Quarter,Clark,$30.00
2000,Second Quarter,Clay,$22.00
2000,Second Quarter,Clinton,$84.00
2000,Second Quarter,Coles,$150.00
2000,Second Quarter,Cook,$13759.00
2000,Second Quarter,Crawford,$38.00
2000,Second Quarter,Cumberland,$10.00
2000,Second Quarter,DeKalb,$208.00
2000,Second Quarter,DeWitt,$38.00
2000,Second Quarter,Douglas,$55.00
2000,Second Quarter,DuPage,$4227.00
2000,Second Quarter,Edgar,$32.00
2000,Second Quarter,Edwards,$11.00
2000,Second Quarter,Effingham,$143.00
2000,Second Quarter,Fayette,$41.00
2000,Second Quarter,Ford,$32.00
2000,Second Quarter,Franklin,$78.00
2000,Second Quarter,Fulton,$65.00
2000,Second Quarter,Gallatin,$5.00
2000,Second Quarter,Greene,$16.00
2000,Second Quarter,Grundy,$144.00
2000,Second Quarter,Hamilton,$9.00
2000,Second Quarter,Hancock,$27.00
2000,Second Quarter,Hardin,$4.00
2000,Second Quarter,Henderson,$8.00
2000,Second Quarter,Henry,$110.00
2000,Second Quarter,Iroquois,$57.00
2000,Second Quarter,Jackson,$151.00
2000,Second Quarter,Jasper,$16.00
2000,Second Quarter,Jefferson,$131.00
2000,Second Quarter,Jersey,$48.00
2000,Second Quarter,Jo Daviess,$50.00
2000,Second Quarter,Johnson,$14.00
2000,Second Quarter,Kane,$1160.00
2000,Second Quarter,Kankakee,$275.00
2000,Second Quarter,Kendall,$162.00
2000,Second Quarter,Knox,$133.00
2000,Second Quarter,Lake,$2383.00
2000,Second Quarter,LaSalle,$355.00
2000,Second Quarter,Lawrence,$23.00
2000,Second Quarter,Lee,$65.00
2000,Second Quarter,Livingston,$95.00
2000,Second Quarter,Logan,$63.00
2000,Second Quarter,McDonough,$69.00
2000,Second Quarter,McHenry,$700.00
2000,Second Quarter,McLean,$474.00
2000,Second Quarter,Macon,$340.00
2000,Second Quarter,Macoupin,$109.00
2000,Second Quarter,Madison,$655.00
2000,Second Quarter,Marion,$73.00
2000,Second Quarter,Marshall,$17.00
2000,Second Quarter,Mason,$23.00
2000,Second Quarter,Massac,$21.00
2000,Second Quarter,Menard,$15.00
2000,Second Quarter,Mercer,$21.00
2000,Second Quarter,Monroe,$64.00
2000,Second Quarter,Montgomery,$73.00
2000,Second Quarter,Morgan,$86.00
2000,Second Quarter,Moultrie,$23.00
2000,Second Quarter,Ogle,$89.00
2000,Second Quarter,Peoria,$581.00
2000,Second Quarter,Perry,$34.00
2000,Second Quarter,Piatt,$26.00
2000,Second Quarter,Pike,$29.00
2000,Second Quarter,Pope,$2.00
2000,Second Quarter,Pulaski,$5.00
2000,Second Quarter,Putnam,$8.00
2000,Second Quarter,Randolph,$68.00
2000,Second Quarter,Richland,$41.00
2000,Second Quarter,Rock Island,$401.00
2000,Second Quarter,St. Clair,$660.00
2000,Second Quarter,Saline,$56.00
2000,Second Quarter,Sangamon,$616.00
2000,Second Quarter,Schuyler,$10.00
2000,Second Quarter,Scott,$6.00
