Year,Time Period,County,Sales (Millions)
2003,Second Quarter,Fayette,$41.00
2003,Second Quarter,Ford,$30.00
2003,Second Quarter,Franklin,$82.00
2003,Second Quarter,Fulton,$67.00
2003,Second Quarter,Gallatin,$6.00
2003,Second Quarter,Greene,$17.00
2003,Second Quarter,Grundy,$194.00
2003,Second Quarter,Hamilton,$9.00
2003,Second Quarter,Hancock,$25.00
2003,Second Quarter,Hardin,$4.00
2003,Second Quarter,Henderson,$7.00
2003,Second Quarter,Henry,$109.00
2003,Second Quarter,Iroquois,$81.00
2003,Second Quarter,Jackson,$163.00
2003,Second Quarter,Jasper,$16.00
2003,Second Quarter,Jefferson,$137.00
2003,Second Quarter,Jersey,$54.00
2003,Second Quarter,Jo Daviess,$51.00
2003,Second Quarter,Johnson,$14.00
2003,Second Quarter,Kane,$1272.00
2003,Second Quarter,Kankakee,$594.00
2003,Second Quarter,Kendall,$206.00
2003,Second Quarter,Knox,$130.00
2003,Second Quarter,Lake,$2480.00
2003,Second Quarter,LaSalle,$368.00
2003,Second Quarter,Lawrence,$24.00
2003,Second Quarter,Lee,$63.00
2003,Second Quarter,Livingston,$98.00
2003,Second Quarter,Logan,$62.00
2003,Second Quarter,McDonough,$68.00
2003,Second Quarter,McHenry,$768.00
2003,Second Quarter,McLean,$522.00
2003,Second Quarter,Macon,$345.00
2003,Second Quarter,Macoupin,$103.00
2003,Second Quarter,Madison,$703.00
2003,Second Quarter,Marion,$75.00
2003,Second Quarter,Marshall,$18.00
2003,Second Quarter,Mason,$24.00
2003,Second Quarter,Massac,$21.00
2003,Second Quarter,Menard,$11.00
2003,Second Quarter,Mercer,$22.00
2003,Second Quarter,Monroe,$83.00
2003,Second Quarter,Montgomery,$81.00
2003,Second Quarter,Morgan,$89.00
2003,Second Quarter,Moultrie,$26.00
2003,Second Quarter,Ogle,$90.00
2003,Second Quarter,Peoria,$575.00
2003,Second Quarter,Perry,$39.00
2003,Second Quarter,Piatt,$23.00
2003,Second Quarter,Pike,$29.00
2003,Second Quarter,Pope,$3.00
2003,Second Quarter,Pulaski,$5.00
2003,Second Quarter,Putnam,$8.00
2003,Second Quarter,Randolph,$98.00
2003,Second Quarter,Richland,$40.00
2003,Second Quarter,Rock Island,$398.00
2003,Second Quarter,St. Clair,$697.00
2003,Second Quarter,Saline,$60.00
2003,Second Quarter,Sangamon,$649.00
2003,Second Quarter,Schuyler,$9.00
2003,Second Quarter,Scott,$7.00
2003,Second Quarter,Shelby,$29.00
2003,Second Quarter,Stark,$7.00
2003,Second Quarter,Stephenson,$117.00
2003,Second Quarter,Tazewell,$405.00
2003,Second Quarter,Union,$36.00
2003,Second Quarter,Vermilion,$193.00
2003,Second Quarter,Wabash,$27.00
2003,Second Quarter,Warren,$27.00
2003,Second Quarter,Washington,$37.00
2003,Second Quarter,Wayne,$29.00
2003,Second Quarter,White,$31.00
2003,Second Quarter,Whiteside,$148.00
2003,Second Quarter,Will,$1385.00
2003,Second Quarter,Williamson,$196.00
2003,Second Quarter,Winnebago,$888.00
2003,Second Quarter,Woodford,$71.00
2003,Third Quarter,Adams,$188.00
2003,Third Quarter,Alexander,$8.00
2003,Third Quarter,Bond,$27.00
2003,Third Quarter,Boone,$89.00
2003,Third Quarter,Brown,$8.00
2003,Third Quarter,Bureau,$70.00
2003,Third Quarter,Calhoun,$6.00
2003,Third Quarter,Carroll,$32.00
2003,Third Quarter,Cass,$25.00
2003,Third Quarter,Champaign,$537.00
2003,Third Quarter,Christian,$83.00
2003,Third Quarter,Clark,$28.00
2003,Third Quarter,Clay,$23.00
2003,Third Quarter,Clinton,$89.00
2003,Third Quarter,Coles,$146.00
2003,Third Quarter,Cook,$13548.00
2003,Third Quarter,Crawford,$38.00
2003,Third Quarter,Cumberland,$10.00
2003,Third Quarter,DeKalb,$301.00
2003,Third Quarter,DeWitt,$35.00
2003,Third Quarter,Douglas,$51.00
2003,Third Quarter,DuPage,$3943.00
2003,Third Quarter,Edgar,$36.00
2003,Third Quarter,Edwards,$11.00
2003,Third Quarter,Effingham,$157.00
2003,Third Quarter,Fayette,$41.00
2003,Third Quarter,Ford,$28.00
2003,Third Quarter,Franklin,$78.00
2003,Third Quarter,Fulton,$64.00
2003,Third Quarter,Gallatin,$6.00
2003,Third Quarter,Greene,$17.00
2003,Third Quarter,Grundy,$216.00
2003,Third Quarter,Hamilton,$9.00
2003,Third Quarter,Hancock,$25.00
2003,Third Quarter,Hardin,$4.00
2003,Third Quarter,Henderson,$7.00
2003,Third Quarter,Henry,$108.00
2003,Third Quarter,Iroquois,$83.00
2003,Third Quarter,Jackson,$171.00
2003,Third Quarter,Jasper,$16.00
2003,Third Quarter,Jefferson,$135.00
2003,Third Quarter,Jersey,$56.00
2003,Third Quarter,Jo Daviess,$58.00
2003,Third Quarter,Johnson,$15.00
2003,Third Quarter,Kane,$1270.00
2003,Third Quarter,Kankakee,$586.00
2003,Third Quarter,Kendall,$206.00
2003,Third Quarter,Knox,$135.00
2003,Third Quarter,Lake,$2458.00
2003,Third Quarter,LaSalle,$352.00
2003,Third Quarter,Lawrence,$24.00
2003,Third Quarter,Lee,$64.00
2003,Third Quarter,Livingston,$94.00
2003,Third Quarter,Logan,$60.00
2003,Third Quarter,McDonough,$320.00
2003,Third Quarter,McHenry,$104.00
2003,Third Quarter,McLean,$704.00
2003,Third Quarter,Macon,$73.00
2003,Third Quarter,Macoupin,$18.00
2003,Third Quarter,Madison,$24.00
2003,Third Quarter,Marion,$21.00
2003,Third Quarter,Marshall,$72.00
2003,Third Quarter,Mason,$756.00
2003,Third Quarter,Massac,$510.00
2003,Third Quarter,Menard,$11.00
2003,Third Quarter,Mercer,$21.00
2003,Third Quarter,Monroe,$84.00
2003,Third Quarter,Montgomery,$79.00
2003,Third Quarter,Morgan,$88.00
2003,Third Quarter,Moultrie,$26.00
2003,Third Quarter,Ogle,$91.00
2003,Third Quarter,Peoria,$578.00
2003,Third Quarter,Perry,$41.00
2003,Third Quarter,Piatt,$22.00
2003,Third Quarter,Pike,$28.00
2003,Third Quarter,Pope,$3.00
2003,Third Quarter,Pulaski,$6.00
2003,Third Quarter,Putnam,$7.00
2003,Third Quarter,Randolph,$106.00
2003,Third Quarter,Richland,$38.00
2003,Third Quarter,Rock Island,$398.00
2003,Third Quarter,St. Clair,$58.00
2003,Third Quarter,Saline,$651.00
2003,Third Quarter,Sangamon,$11.00
2003,Third Quarter,Schuyler,$5.00
2003,Third Quarter,Scott,$27.00
2003,Third Quarter,Shelby,$690.00
2003,Third Quarter,Stark,$9.00
2003,Third Quarter,Stephenson,$112.00
2003,Third Quarter,Tazewell,$392.00
2003,Third Quarter,Union,$35.00
2003,Third Quarter,Vermilion,$189.00
2003,Third Quarter,Wabash,$26.00
2003,Third Quarter,Warren,$27.00
2003,Third Quarter,Washington,$37.00
2003,Third Quarter,Wayne,$28.00
2003,Third Quarter,White,$33.00
2003,Third Quarter,Whiteside,$142.00
2003,Third Quarter,Will,$1400.00
2003,Third Quarter,Williamson,$201.00
2003,Third Quarter,Winnebago,$892.00
2003,Third Quarter,Woodford,$69.00
2003,Fourth Quarter,Adams,$218.00
2003,Fourth Quarter,Alexander,$7.00
2003,Fourth Quarter,Bond,$28.00
2003,Fourth Quarter,Boone,$88.00
2003,Fourth Quarter,Brown,$8.00
2003,Fourth Quarter,Bureau,$72.00
2003,Fourth Quarter,Calhoun,$6.00
2003,Fourth Quarter,Carroll,$32.00
2003,Fourth Quarter,Cass,$28.00
2003,Fourth Quarter,Champaign,$567.00
2003,Fourth Quarter,Christian,$82.00
2003,Fourth Quarter,Clark,$28.00
2003,Fourth Quarter,Clay,$25.00
2003,Fourth Quarter,Clinton,$92.00
2003,Fourth Quarter,Coles,$157.00
2003,Fourth Quarter,Cook,$14406.00
2003,Fourth Quarter,Crawford,$38.00
2003,Fourth Quarter,Cumberland,$9.00
2003,Fourth Quarter,DeKalb,$308.00
2003,Fourth Quarter,DeWitt,$34.00
2003,Fourth Quarter,Douglas,$55.00
2003,Fourth Quarter,DuPage,$4327.00
2003,Fourth Quarter,Edgar,$38.00
2003,Fourth Quarter,Edwards,$12.00
2003,Fourth Quarter,Effingham,$168.00
2003,Fourth Quarter,Fayette,$41.00
2003,Fourth Quarter,Ford,$28.00
2003,Fourth Quarter,Franklin,$77.00
2003,Fourth Quarter,Fulton,$66.00
2003,Fourth Quarter,Gallatin,$6.00
2003,Fourth Quarter,Greene,$18.00
2003,Fourth Quarter,Grundy,$231.00
2003,Fourth Quarter,Hamilton,$10.00
2003,Fourth Quarter,Hancock,$24.00
2003,Fourth Quarter,Hardin,$4.00
2003,Fourth Quarter,Henderson,$7.00
2003,Fourth Quarter,Henry,$107.00
2003,Fourth Quarter,Iroquois,$92.00
2003,Fourth Quarter,Jackson,$187.00
2003,Fourth Quarter,Jasper,$19.00
2003,Fourth Quarter,Jefferson,$144.00
2003,Fourth Quarter,Jersey,$58.00
2003,Fourth Quarter,Jo Daviess,$57.00
2003,Fourth Quarter,Johnson,$13.00
2003,Fourth Quarter,Kane,$1371.00
2003,Fourth Quarter,Kankakee,$669.00
2003,Fourth Quarter,Kendall,$217.00
2003,Fourth Quarter,Knox,$137.00
2003,Fourth Quarter,Lake,$2614.00
2003,Fourth Quarter,LaSalle,$347.00
2003,Fourth Quarter,Lawrence,$25.00
2003,Fourth Quarter,Lee,$60.00
2003,Fourth Quarter,Livingston,$97.00
2003,Fourth Quarter,Logan,$61.00
2003,Fourth Quarter,McDonough,$74.00
2003,Fourth Quarter,McHenry,$802.00
2003,Fourth Quarter,McLean,$549.00
2003,Fourth Quarter,Macon,$345.00
2003,Fourth Quarter,Macoupin,$97.00
2003,Fourth Quarter,Madison,$727.00
2003,Fourth Quarter,Marion,$75.00
2003,Fourth Quarter,Marshall,$20.00
2003,Fourth Quarter,Mason,$22.00
2003,Fourth Quarter,Massac,$20.00
2003,Fourth Quarter,Menard,$11.00
2003,Fourth Quarter,Mercer,$22.00
2003,Fourth Quarter,Monroe,$82.00
2003,Fourth Quarter,Montgomery,$81.00
2003,Fourth Quarter,Morgan,$92.00
2003,Fourth Quarter,Moultrie,$25.00
2003,Fourth Quarter,Ogle,$94.00
2003,Fourth Quarter,Peoria,$649.00
2003,Fourth Quarter,Perry,$41.00
2003,Fourth Quarter,Piatt,$23.00
2003,Fourth Quarter,Pike,$30.00
2003,Fourth Quarter,Pope,$3.00
2003,Fourth Quarter,Pulaski,$6.00
2003,Fourth Quarter,Putnam,$59.00
2003,Fourth Quarter,Randolph,$100.00
2003,Fourth Quarter,Richland,$43.00
2003,Fourth Quarter,Rock Island,$412.00
2003,Fourth Quarter,St. Clair,$749.00
2003,Fourth Quarter,Saline,$61.00
2003,Fourth Quarter,Sangamon,$722.00
2003,Fourth Quarter,Schuyler,$10.00
2003,Fourth Quarter,Scott,$5.00
2003,Fourth Quarter,Shelby,$28.00
2003,Fourth Quarter,Stark,$9.00
2003,Fourth Quarter,Stephenson,$118.00
2003,Fourth Quarter,Tazewell,$401.00
2003,Fourth Quarter,Union,$36.00
2003,Fourth Quarter,Vermilion,$193.00
2003,Fourth Quarter,Wabash,$25.00
2003,Fourth Quarter,Warren,$28.00
2003,Fourth Quarter,Washington,$36.00
2003,Fourth Quarter,Wayne,$30.00
2003,Fourth Quarter,White,$34.00
2003,Fourth Quarter,Whiteside,$153.00
2003,Fourth Quarter,Will,$1494.00
2003,Fourth Quarter,Williamson,$219.00
2003,Fourth Quarter,Winnebago,$938.00
2003,Fourth Quarter,Woodford,$66.00
2004,Annual,Adams,$802.00
2004,Annual,Alexander,$30.00
2004,Annual,Bond,$109.00
2004,Annual,Boone,$382.00
2004,Annual,Brown,$34.00
2004,Annual,Bureau,$296.00
2004,Annual,Calhoun,$26.00
2004,Annual,Carroll,$136.00
2004,Annual,Cass,$114.00
2004,Annual,Champaign,$2178.00
2004,Annual,Christian,$332.00
2004,Annual,Clark,$112.00
2004,Annual,Clay,$101.00
2004,Annual,Clinton,$351.00
2004,Annual,Coles,$606.00
2004,Annual,Cook,$55173.00
2004,Annual,Crawford,$154.00
2004,Annual,Cumberland,$37.00
2004,Annual,DeKalb,$1322.00
2004,Annual,DeWitt,$145.00
2004,Annual,Douglas,$208.00
2004,Annual,DuPage,$16612.00
2004,Annual,Edgar,$146.00
2004,Annual,Edwards,$44.00
2004,Annual,Effingham,$665.00
2004,Annual,Fayette,$172.00
2004,Annual,Ford,$114.00
2004,Annual,Franklin,$318.00
2004,Annual,Fulton,$261.00
2004,Annual,Gallatin,$26.00
2004,Annual,Greene,$69.00
2004,Annual,Grundy,$954.00
2004,Annual,Hamilton,$37.00
2004,Annual,Hancock,$98.00
2004,Annual,Hardin,$15.00
2004,Annual,Henderson,$28.00
2004,Annual,Henry,$437.00
2004,Annual,Iroquois,$323.00
2004,Annual,Jackson,$698.00
2004,Annual,Jasper,$64.00
2004,Annual,Jefferson,$536.00
2004,Annual,Jersey,$220.00
2004,Annual,Jo Daviess,$218.00
2004,Annual,Johnson,$57.00
2004,Annual,Kane,$5425.00
2004,Annual,Kankakee,$2994.00
2004,Annual,Kendall,$882.00
2004,Annual,Knox,$522.00
2004,Annual,Lake,$10145.00
2004,Annual,LaSalle,$1371.00
2004,Annual,Lawrence,$94.00
2004,Annual,Lee,$247.00
2004,Annual,Livingston,$389.00
2004,Annual,Logan,$241.00
2004,Annual,McDonough,$292.00
2004,Annual,McHenry,$3169.00
2004,Annual,McLean,$2068.00
2004,Annual,Macon,$1332.00
2004,Annual,Macoupin,$418.00
2004,Annual,Madison,$2887.00
2004,Annual,Marion,$309.00
2004,Annual,Marshall,$74.00
2004,Annual,Mason,$89.00
2004,Annual,Massac,$85.00
2004,Annual,Menard,$44.00
2004,Annual,Mercer,$86.00
2004,Annual,Monroe,$325.00
2004,Annual,Montgomery,$320.00
2004,Annual,Morgan,$347.00
2004,Annual,Moultrie,$107.00
2004,Annual,Ogle,$367.00
2004,Annual,Peoria,$2397.00
2004,Annual,Perry,$152.00
2004,Annual,Piatt,$93.00
2004,Annual,Pike,$114.00
2004,Annual,Pope,$12.00
2004,Annual,Pulaski,$23.00
2004,Annual,Putnam,$191.00
2004,Annual,Randolph,$388.00
2004,Annual,Richland,$158.00
2004,Annual,Rock Island,$1606.00
2004,Annual,St. Clair,$2876.00
2004,Annual,Saline,$231.00
2004,Annual,Sangamon,$2732.00
2004,Annual,Schuyler,$39.00
2004,Annual,Scott,$22.00
2004,Annual,Shelby,$111.00
2004,Annual,Stark,$33.00
2004,Annual,Stephenson,$462.00
2004,Annual,Tazewell,$1592.00
2004,Annual,Union,$143.00
2004,Annual,Vermilion,$747.00
2004,Annual,Wabash,$95.00
2004,Annual,Warren,$118.00
2004,Annual,Washington,$147.00
2004,Annual,Wayne,$126.00
2004,Annual,White,$131.00
2004,Annual,Whiteside,$591.00
2004,Annual,Will,$6004.00
2004,Annual,Williamson,$783.00
2004,Annual,Winnebago,$3654.00
2004,Annual,Woodford,$265.00
2004,First Quarter,Adams,$185.00
2004,First Quarter,Alexander,$8.00
2004,First Quarter,Bond,$25.00
2004,First Quarter,Boone,$78.00
2004,First Quarter,Brown,$7.00
2004,First Quarter,Bureau,$65.00
2004,First Quarter,Calhoun,$6.00
2004,First Quarter,Carroll,$28.00
2004,First Quarter,Cass,$28.00
2004,First Quarter,Champaign,$500.00
2004,First Quarter,Christian,$78.00
2004,First Quarter,Clark,$27.00
2004,First Quarter,Clay,$23.00
2004,First Quarter,Clinton,$82.00
2004,First Quarter,Coles,$140.00
2004,First Quarter,Cook,$12694.00
2004,First Quarter,Crawford,$37.00
2004,First Quarter,Cumberland,$9.00
2004,First Quarter,DeKalb,$282.00
2004,First Quarter,DeWitt,$34.00
2004,First Quarter,Douglas,$45.00
2004,First Quarter,DuPage,$3790.00
2004,First Quarter,Edgar,$34.00
2004,First Quarter,Edwards,$11.00
2004,First Quarter,Effingham,$153.00
2004,First Quarter,Fayette,$37.00
2004,First Quarter,Ford,$25.00
2004,First Quarter,Franklin,$74.00
2004,First Quarter,Fulton,$61.00
2004,First Quarter,Gallatin,$6.00
2004,First Quarter,Greene,$16.00
2004,First Quarter,Grundy,$205.00
2004,First Quarter,Hamilton,$9.00
2004,First Quarter,Hancock,$22.00
2004,First Quarter,Hardin,$3.00
2004,First Quarter,Henderson,$6.00
2004,First Quarter,Henry,$97.00
2004,First Quarter,Iroquois,$77.00
2004,First Quarter,Jackson,$162.00
2004,First Quarter,Jasper,$15.00
2004,First Quarter,Jefferson,$126.00
2004,First Quarter,Jersey,$50.00
2004,First Quarter,Jo Daviess,$44.00
2004,First Quarter,Johnson,$14.00
2004,First Quarter,Kane,$1156.00
2004,First Quarter,Kankakee,$590.00
2004,First Quarter,Kendall,$192.00
2004,First Quarter,Knox,$119.00
2004,First Quarter,Lake,$2244.00
2004,First Quarter,LaSalle,$304.00
2004,First Quarter,Lawrence,$22.00
2004,First Quarter,Lee,$57.00
2004,First Quarter,Livingston,$93.00
2004,First Quarter,Logan,$59.00
2004,First Quarter,McDonough,$69.00
2004,First Quarter,McHenry,$686.00
2004,First Quarter,McLean,$472.00
2004,First Quarter,Macon,$314.00
2004,First Quarter,Macoupin,$99.00
2004,First Quarter,Madison,$690.00
2004,First Quarter,Marion,$75.00
2004,First Quarter,Marshall,$16.00
2004,First Quarter,Mason,$20.00
2004,First Quarter,Massac,$21.00
2004,First Quarter,Menard,$10.00
2004,First Quarter,Mercer,$19.00
2004,First Quarter,Monroe,$77.00
2004,First Quarter,Montgomery,$73.00
2004,First Quarter,Morgan,$81.00
2004,First Quarter,Moultrie,$24.00
2004,First Quarter,Ogle,$87.00
2004,First Quarter,Peoria,$550.00
2004,First Quarter,Perry,$37.00
2004,First Quarter,Piatt,$22.00
2004,First Quarter,Pike,$25.00
2004,First Quarter,Pope,$3.00
2004,First Quarter,Pulaski,$6.00
2004,First Quarter,Putnam,$41.00
2004,First Quarter,Randolph,$99.00
2004,First Quarter,Richland,$37.00
2004,First Quarter,Rock Island,$367.00
2004,First Quarter,St. Clair,$675.00
2004,First Quarter,Saline,$57.00
2004,First Quarter,Sangamon,$613.00
2004,First Quarter,Schuyler,$10.00
2004,First Quarter,Scott,$5.00
2004,First Quarter,Shelby,$27.00
2004,First Quarter,Stark,$8.00
2004,First Quarter,Stephenson,$103.00
2004,First Quarter,Tazewell,$362.00
2004,First Quarter,Union,$34.00
2004,First Quarter,Vermilion,$173.00
2004,First Quarter,Wabash,$23.00
2004,First Quarter,Warren,$26.00
2004,First Quarter,Washington,$34.00
2004,First Quarter,Wayne,$30.00
2004,First Quarter,White,$31.00
2004,First Quarter,Whiteside,$133.00
2004,First Quarter,Will,$1308.00
2004,First Quarter,Williamson,$187.00
2004,First Quarter,Winnebago,$829.00
2004,First Quarter,Woodford,$61.00
2004,Second Quarter,Adams,$196.00
2004,Second Quarter,Alexander,$7.00
2004,Second Quarter,Bond,$28.00
2004,Second Quarter,Boone,$89.00
2004,Second Quarter,Brown,$9.00
2004,Second Quarter,Bureau,$77.00
2004,Second Quarter,Calhoun,$6.00
2004,Second Quarter,Carroll,$35.00
2004,Second Quarter,Cass,$29.00
2004,Second Quarter,Champaign,$535.00
2004,Second Quarter,Christian,$86.00
2004,Second Quarter,Clark,$29.00
2004,Second Quarter,Clay,$26.00
2004,Second Quarter,Clinton,$91.00
2004,Second Quarter,Coles,$155.00
2004,Second Quarter,Cook,$14000.00
2004,Second Quarter,Crawford,$40.00
2004,Second Quarter,Cumberland,$10.00
2004,Second Quarter,DeKalb,$334.00
2004,Second Quarter,DeWitt,$39.00
2004,Second Quarter,Douglas,$52.00
2004,Second Quarter,DuPage,$4168.00
2004,Second Quarter,Edgar,$39.00
2004,Second Quarter,Edwards,$11.00
2004,Second Quarter,Effingham,$169.00
2004,Second Quarter,Fayette,$45.00
2004,Second Quarter,Ford,$29.00
2004,Second Quarter,Franklin,$84.00
2004,Second Quarter,Fulton,$66.00
2004,Second Quarter,Gallatin,$6.00
2004,Second Quarter,Greene,$17.00
2004,Second Quarter,Grundy,$239.00
2004,Second Quarter,Hamilton,$9.00
2004,Second Quarter,Hancock,$25.00
2004,Second Quarter,Hardin,$4.00
2004,Second Quarter,Henderson,$7.00
2004,Second Quarter,Henry,$111.00
2004,Second Quarter,Iroquois,$83.00
2004,Second Quarter,Jackson,$171.00
2004,Second Quarter,Jasper,$17.00
2004,Second Quarter,Jefferson,$135.00
2004,Second Quarter,Jersey,$56.00
2004,Second Quarter,Jo Daviess,$55.00
2004,Second Quarter,Johnson,$14.00
2004,Second Quarter,Kane,$1375.00
2004,Second Quarter,Kankakee,$737.00
2004,Second Quarter,Kendall,$226.00
2004,Second Quarter,Knox,$131.00
2004,Second Quarter,Lake,$2591.00
2004,Second Quarter,LaSalle,$353.00
2004,Second Quarter,Lawrence,$25.00
2004,Second Quarter,Lee,$64.00
2004,Second Quarter,Livingston,$102.00
2004,Second Quarter,Logan,$61.00
2004,Second Quarter,McDonough,$71.00
2004,Second Quarter,McHenry,$831.00
2004,Second Quarter,McLean,$511.00
2004,Second Quarter,Macon,$332.00
2004,Second Quarter,Macoupin,$113.00
2004,Second Quarter,Madison,$742.00
2004,Second Quarter,Marion,$78.00
2004,Second Quarter,Marshall,$19.00
2004,Second Quarter,Mason,$23.00
2004,Second Quarter,Massac,$22.00
2004,Second Quarter,Menard,$12.00
2004,Second Quarter,Mercer,$22.00
2004,Second Quarter,Monroe,$84.00
2004,Second Quarter,Montgomery,$84.00
2004,Second Quarter,Morgan,$87.00
2004,Second Quarter,Moultrie,$26.00
2004,Second Quarter,Ogle,$92.00
2004,Second Quarter,Peoria,$598.00
2004,Second Quarter,Perry,$38.00
2004,Second Quarter,Piatt,$24.00
2004,Second Quarter,Pike,$29.00
2004,Second Quarter,Pope,$3.00
2004,Second Quarter,Pulaski,$6.00
2004,Second Quarter,Putnam,$45.00
2004,Second Quarter,Randolph,$100.00
2004,Second Quarter,Richland,$40.00
2004,Second Quarter,Rock Island,$407.00
2004,Second Quarter,St. Clair,$715.00
2004,Second Quarter,Saline,$58.00
2004,Second Quarter,Sangamon,$676.00
2004,Second Quarter,Schuyler,$10.00
2004,Second Quarter,Scott,$6.00
2004,Second Quarter,Shelby,$29.00
2004,Second Quarter,Stark,$8.00
2004,Second Quarter,Stephenson,$116.00
2004,Second Quarter,Tazewell,$412.00
2004,Second Quarter,Union,$36.00
2004,Second Quarter,Vermilion,$197.00
2004,Second Quarter,Wabash,$25.00
2004,Second Quarter,Warren,$29.00
2004,Second Quarter,Washington,$39.00
2004,Second Quarter,Wayne,$31.00
2004,Second Quarter,White,$34.00
2004,Second Quarter,Whiteside,$151.00
2004,Second Quarter,Will,$1550.00
2004,Second Quarter,Williamson,$200.00
2004,Second Quarter,Winnebago,$936.00
2004,Second Quarter,Woodford,$68.00
2004,Third Quarter,Adams,$204.00
2004,Third Quarter,Alexander,$8.00
2004,Third Quarter,Bond,$29.00
2004,Third Quarter,Boone,$105.00
2004,Third Quarter,Brown,$9.00
2004,Third Quarter,Bureau,$80.00
2004,Third Quarter,Calhoun,$8.00
2004,Third Quarter,Carroll,$36.00
2004,Third Quarter,Cass,$28.00
2004,Third Quarter,Champaign,$560.00
2004,Third Quarter,Christian,$84.00
2004,Third Quarter,Clark,$29.00
2004,Third Quarter,Clay,$26.00
2004,Third Quarter,Clinton,$90.00
2004,Third Quarter,Coles,$154.00
2004,Third Quarter,Cook,$13872.00
2004,Third Quarter,Crawford,$39.00
2004,Third Quarter,Cumberland,$9.00
2004,Third Quarter,DeKalb,$351.00
2004,Third Quarter,DeWitt,$38.00
2004,Third Quarter,Douglas,$55.00
2004,Third Quarter,DuPage,$4172.00
2004,Third Quarter,Edgar,$36.00
2004,Third Quarter,Edwards,$11.00
2004,Third Quarter,Effingham,$168.00
2004,Third Quarter,Fayette,$45.00
2004,Third Quarter,Ford,$30.00
2004,Third Quarter,Franklin,$80.00
2004,Third Quarter,Fulton,$65.00
2004,Third Quarter,Gallatin,$8.00
2004,Third Quarter,Greene,$18.00
2004,Third Quarter,Grundy,$266.00
2004,Third Quarter,Hamilton,$10.00
2004,Third Quarter,Hancock,$27.00
2004,Third Quarter,Hardin,$4.00
2004,Third Quarter,Henderson,$8.00
2004,Third Quarter,Henry,$110.00
2004,Third Quarter,Iroquois,$75.00
2004,Third Quarter,Jackson,$173.00
2004,Third Quarter,Jasper,$17.00
2004,Third Quarter,Jefferson,$132.00
2004,Third Quarter,Jersey,$56.00
2004,Third Quarter,Jo Daviess,$63.00
2004,Third Quarter,Johnson,$15.00
2004,Third Quarter,Kane,$1401.00
2004,Third Quarter,Kankakee,$820.00
2004,Third Quarter,Kendall,$230.00
2004,Third Quarter,Knox,$135.00
2004,Third Quarter,Lake,$2638.00
2004,Third Quarter,LaSalle,$349.00
2004,Third Quarter,Lawrence,$24.00
2004,Third Quarter,Lee,$65.00
2004,Third Quarter,Livingston,$99.00
2004,Third Quarter,Logan,$60.00
2004,Third Quarter,McDonough,$75.00
2004,Third Quarter,McHenry,$803.00
2004,Third Quarter,McLean,$522.00
2004,Third Quarter,Macon,$330.00
2004,Third Quarter,Macoupin,$110.00
2004,Third Quarter,Madison,$736.00
2004,Third Quarter,Marion,$78.00
2004,Third Quarter,Marshall,$19.00
2004,Third Quarter,Mason,$23.00
2004,Third Quarter,Massac,$22.00
2004,Third Quarter,Menard,$11.00
2004,Third Quarter,Mercer,$21.00
2004,Third Quarter,Monroe,$82.00
2004,Third Quarter,Montgomery,$81.00
2004,Third Quarter,Morgan,$88.00
2004,Third Quarter,Moultrie,$28.00
2004,Third Quarter,Ogle,$98.00
2004,Third Quarter,Peoria,$576.00
2004,Third Quarter,Perry,$40.00
2004,Third Quarter,Piatt,$25.00
2004,Third Quarter,Pike,$30.00
2004,Third Quarter,Pope,$3.00
2004,Third Quarter,Pulaski,$6.00
2004,Third Quarter,Putnam,$48.00
2004,Third Quarter,Randolph,$95.00
2004,Third Quarter,Richland,$40.00
2004,Third Quarter,Rock Island,$409.00
2004,Third Quarter,St. Clair,$712.00
2004,Third Quarter,Saline,$56.00
2004,Third Quarter,Sangamon,$663.00
2004,Third Quarter,Schuyler,$10.00
2004,Third Quarter,Scott,$6.00
2004,Third Quarter,Shelby,$30.00
2004,Third Quarter,Stark,$9.00
2004,Third Quarter,Stephenson,$119.00
2004,Third Quarter,Tazewell,$397.00
2004,Third Quarter,Union,$36.00
2004,Third Quarter,Vermilion,$183.00
2004,Third Quarter,Wabash,$23.00
2004,Third Quarter,Warren,$29.00
2004,Third Quarter,Washington,$38.00
2004,Third Quarter,Wayne,$32.00
2004,Third Quarter,White,$34.00
2004,Third Quarter,Whiteside,$149.00
2004,Third Quarter,Will,$1559.00
2004,Third Quarter,Williamson,$190.00
2004,Third Quarter,Winnebago,$912.00
2004,Third Quarter,Woodford,$72.00
2004,Fourth Quarter,Adams,$217.00
2004,Fourth Quarter,Alexander,$7.00
2004,Fourth Quarter,Bond,$27.00
2004,Fourth Quarter,Boone,$110.00
2004,Fourth Quarter,Brown,$9.00
2004,Fourth Quarter,Bureau,$74.00
2004,Fourth Quarter,Calhoun,$6.00
2004,Fourth Quarter,Carroll,$37.00
2004,Fourth Quarter,Cass,$29.00
2004,Fourth Quarter,Champaign,$583.00
2004,Fourth Quarter,Christian,$84.00
2004,Fourth Quarter,Clark,$27.00
2004,Fourth Quarter,Clay,$26.00
2004,Fourth Quarter,Clinton,$88.00
2004,Fourth Quarter,Coles,$157.00
2004,Fourth Quarter,Cook,$14607.00
2004,Fourth Quarter,Crawford,$38.00
2004,Fourth Quarter,Cumberland,$9.00
2004,Fourth Quarter,DeKalb,$355.00
2004,Fourth Quarter,DeWitt,$34.00
